id,name,level,image,actif,passif
3726,Reine des Voleurs,220,https://api.dofusdb.fr/img/monsters/1141.png,,
3752,Toxoliath,180,https://api.dofusdb.fr/img/monsters/1166.png,,
3753,Capitaine Ekarlatte,130,https://api.dofusdb.fr/img/monsters/1167.png,,
3761,Gein,1600,https://api.dofusdb.fr/img/monsters/1103.png,,
3762,Pantèroz,1040,https://api.dofusdb.fr/img/monsters/1174.png,,Réduit les dégâts à distance (hors poisons)
3773,Mouchâme,180,https://api.dofusdb.fr/img/monsters/1173.png,,
3828,Protozorreur,220,https://api.dofusdb.fr/img/monsters/1204.png,,
3835,Vortex,220,https://api.dofusdb.fr/img/monsters/1208.png,,
3845,Morblok,120,https://api.dofusdb.fr/img/monsters/1218.png,,
3848,Hin,170,https://api.dofusdb.fr/img/monsters/1221.png,,OS si subit des dégâts en état Reflet.
3849,XLII,170,https://api.dofusdb.fr/img/monsters/1222.png,Rend Pacifiste à 3 de PO,
3851,Sicogne,200,https://api.dofusdb.fr/img/monsters/1223.png,,
3852,Fraktale,120,https://api.dofusdb.fr/img/monsters/1224.png,,Le Combat s'articule autour du fonctionnement de l'Aiguille.
3945,Kankreblath,40,https://api.dofusdb.fr/img/monsters/1245.png,Invoque un monstre aléatoire de sa famille | Rend la cible invisible | Se téléporte sur la case ciblée,
3996,Reine Nyée,90,https://api.dofusdb.fr/img/monsters/1267.png,,
4014,Tyranne la Terrible,80,https://api.dofusdb.fr/img/monsters/1275.png,,
4016,Guerrier du K.O.,180,https://api.dofusdb.fr/img/monsters/1277.png,,"Frapper un ennemi en ligne ou en diagonale OS. | OS les personnages en ligne des monstres et du Guerier du K.O si ils ont moins de 50% de HP. | OS le personnages dans l'état ""Massacre à retardement"" si il a un monstre à moins de 6 cases de lui à la fin de son tour."
4017,Anatak Diskedor,160,https://api.dofusdb.fr/img/monsters/1278.png,,"OSles personnages Foudroyées en mêlée aux tours 3, 7, 11... (tous les 4 tours)"
4026,Fojumo,175,https://api.dofusdb.fr/img/monsters/1276.png,,
4027,Naganita,100,https://api.dofusdb.fr/img/monsters/1279.png,,Met pacifiste les entités à plus de 2 cases d'elle au début de son tour de jeu.
4028,Grand Kongoku,200,https://api.dofusdb.fr/img/monsters/1280.png,,
4041,Nenufor Tilotus,120,https://api.dofusdb.fr/img/monsters/1274.png,,
4051,Kardorim,12,https://api.dofusdb.fr/img/monsters/1287.png,,
4240,Trukipik,100,https://api.dofusdb.fr/img/monsters/1338.png,,Met Pacifiste les personnages à plus de 2 PO de lui à son tour de jeu.
4263,Chalœil,220,https://api.dofusdb.fr/img/monsters/1345.png,,
4264,Ush Galesh,160,https://api.dofusdb.fr/img/monsters/1346.png,,Ush se dédouble. | Il passe d'invulnérable à distanceàinvulnérable en mêléeselon le type de dégât qu'il subit. Il faut alterner les deux pour en venir à bout.
4266,Sam Sagaz,20,https://api.dofusdb.fr/img/monsters/413.png,,Invulnérable | Tuer Bolesh le rend vulnérable
4268,Maître Boulet,30,https://api.dofusdb.fr/img/monsters/194.png,,
4270,Roub' Ignolles,40,https://api.dofusdb.fr/img/monsters/1162.png,,
4272,Bouss Baybe,50,https://api.dofusdb.fr/img/monsters/332.png,,
4273,Nono le Wobot,60,https://api.dofusdb.fr/img/monsters/102.png,,
4274,Armada l'Invincible,70,https://api.dofusdb.fr/img/monsters/127.png,,Invulnérable 🛡️ | Devient vulnérable lorsqu'Armada subi un coup critique en mêlée.
4275,Dragodingo,80,https://api.dofusdb.fr/img/monsters/1349.png,S'attire en ligne à 6 PO | OS en mêlée,
4276,Degolas,90,https://api.dofusdb.fr/img/monsters/110.png,,
4277,Prince Marchand,100,https://api.dofusdb.fr/img/monsters/1350.png,,
4278,Pounicheur,110,https://api.dofusdb.fr/img/monsters/1351.png,,Renvoie 400% des dommages subis sur tous les personnages | Retire son renvoie si les Puces ont le même numéro | On peut changer le numéro d'une Puce en lui infligeant des dommages en mêlée. | Les poisons ignorent le renvoie.
4329,Fou,200,https://api.dofusdb.fr/img/monsters/1335.png,,"Selon l'état au dessus de votre personnage, vous pourrez taper les formes d'Atcham | OSvos personnages au tour 11"
4444,Dantinéa,220,https://api.dofusdb.fr/img/monsters/1321.png,,"Dantinéa divise les dommages par 2 de tous les personnages du combat. | Chaque personnage a un numéro sur lui, il faudra tuer le coquillage associé à ce numéro pour que le personnage retrouve des dégâts normaux. | Au bout de 5 tours, Dantinea tue les personnages pour lesquels le coquillage est toujours sur le terrain et en pose de nouveaux."
4453,Larve de Koutoulou,220,https://api.dofusdb.fr/img/monsters/1423.png,,"Chaque dégât infligé provoque un échange de position avec l'entité la plus proche (sens horaire). | Votre personnage gagne un état de folie lorsqu'il subi des dommages du Koutoulou ou qu'il échange sa position 2 fois dans le même tour avec une même entité. | À partir de l'état 2, l'échange de position provoque des dégâts de zone autour du personnage. Celui-ci meurt en état 10. | À son tour de jeu, le Koutoulou téléporte les personnages dans sa ligne de vue dans sa mêlée. | L'échange de position est limité à 10 par tour global. | Les poisons ne déclenchent pas l'échange de position. | Le personnage pers 1 état de folie par tour si il ne fait rien pour l'augmenter."
4460,Capitaine Meno,220,https://api.dofusdb.fr/img/monsters/1430.png,,Chaque tour de jeu augmente les dégâts des personnages du terrain. | Pose un Glyphe qui apporte des boucliers sous chaque personnage touché par le Meno. | Les monstresinvulnérablesprésents meurent au bout de 3 tours ( leur dernier seuil est à 1700 HP).
4506,Buldalazred,200,https://api.dofusdb.fr/img/monsters/1447.png,,
4507,Takomako,200,https://api.dofusdb.fr/img/monsters/1448.png,,Passe invulnérable si à son tour de jeu aucun personnage n'est à au moins 5 PO de lui.
4532,Homard Medali,200,https://api.dofusdb.fr/img/monsters/1457.png,,Homard passe invulnérable si il frappe (5 PO). | Frapper le Homard en mêlée retire son invulnérabilité.
4609,El Piko,130,https://api.dofusdb.fr/img/monsters/1483.png,,
4613,Élémentaire de la terre,1,https://api.dofusdb.fr/img/monsters/1487.png,,Invulnérable. | Passe vulnérable après avoir subi un retrait PM. | Soigner un personnage sous l'effetSentencele tue.
4618,Tournade,80,https://api.dofusdb.fr/img/monsters/1492.png,,
4621,Mantiscore,80,https://api.dofusdb.fr/img/monsters/1495.png,,Se téléporte de 1 cases à chaque dommage à distance subi. | Annule sa téléportation si un personnage est placé en mêlée du Boss.
4622,Roi Camole,130,https://api.dofusdb.fr/img/monsters/1496.png,,
4726,Père Ver,170,https://api.dofusdb.fr/img/monsters/1533.png,,Invulnérable à distance 🏹 | Attire les personnages à son tour de jeu.
4734,Khepricorne,200,https://api.dofusdb.fr/img/monsters/1539.png,,Invulnérable | Passe vulnérable si il subit un attaque.
4737,Ka'Youloud,170,https://api.dofusdb.fr/img/monsters/1541.png,,
4744,Tal Kasha,220,https://api.dofusdb.fr/img/monsters/1547.png,,
4803,Comte Razof,190,https://api.dofusdb.fr/img/monsters/1565.png,,
4814,Simbadas,90,https://api.dofusdb.fr/img/monsters/1575.png,,
4815,Carlita de l'Aguerfelde,100,https://api.dofusdb.fr/img/monsters/1576.png,,
4816,Shushu Debruk'Sayl,180,https://api.dofusdb.fr/img/monsters/1577.png,,
4834,Predagob,190,https://api.dofusdb.fr/img/monsters/1583.png,,
4860,Choudini,90,https://api.dofusdb.fr/img/monsters/1585.png,,
4882,Anerice la Shushess,220,https://api.dofusdb.fr/img/monsters/1600.png,,Réduit les dommages subis | Chaque personnage transformé en Goule augmente les dégâts que le Boss prend.
4953,Le Fantôme Braïdeur,200,https://api.dofusdb.fr/img/monsters/1625.png,,Invisible en début de combat.
4967,Ilyzaelle,220,https://api.dofusdb.fr/img/monsters/1628.png,,"Dispose de deux seuils de HP. Pour chaque seuil atteint, Ilyzaelle devient votre alliée et pose un Glyphe qui inflige de gros dégâts aux adversaires et boost les votre pendant 2 tours. | Après le second seuil de HP atteint, les monstres et Ilyzaelle meurent au bout de 2 tours."
5073,Gobrechaun,110,https://api.dofusdb.fr/img/monsters/1648.png,,Tour Impair= Invulnérable en mêlée. | Tour Pair= Invulnérable à distance. | Dispose d'un bonus aléatoire à chaque tour
5074,Vashkiwi,120,https://api.dofusdb.fr/img/monsters/1649.png,,
5076,Darma,140,https://api.dofusdb.fr/img/monsters/1650.png,Applique un poison sur les actions de vos personnages.,
5077,Mogligli,150,https://api.dofusdb.fr/img/monsters/1651.png,,
5081,Glandaf l'Aigri,160,https://api.dofusdb.fr/img/monsters/1652.png,,
5083,Crasper,170,https://api.dofusdb.fr/img/monsters/1653.png,,
5084,Carter le Pillard,180,https://api.dofusdb.fr/img/monsters/1654.png,,"Invulnérable à distance 🏹 | Crée des Glyphes, le bleu fait passer votre tour si vous finissez dedans."
5086,Sans Visage,190,https://api.dofusdb.fr/img/monsters/1655.png,,
5100,Solar,220,https://api.dofusdb.fr/img/monsters/1661.png,,
5110,Bethel Akarna,220,https://api.dofusdb.fr/img/monsters/1670.png,,
5319,Dazak Martegel,220,https://api.dofusdb.fr/img/monsters/1771.png,,
5653,Mawabouaino,60,https://api.dofusdb.fr/img/monsters/1841.png,,
5664,Croqueleur,130,https://api.dofusdb.fr/img/monsters/1844.png,,"Invulnérable 🛡️ | Devient vulnérable lorsque 4 pépites ont été tuées. Ces pépites sont invoquées enfrappantle Croqueleur dans un élément, puis en lepoussant. Ordre des éléments :Feu ► Air ► Eau ► Terre."
5666,Prêtresse de Kao,220,https://api.dofusdb.fr/img/monsters/1846.png,,
5806,Torkélonia,220,https://api.dofusdb.fr/img/monsters/1903.png,,Invulnérable 🛡️ | Passe vulnérable lorsque Torkelonia et ses alliés subissent une ligne de dégâts lorsque le personnage est dans le Glyphe de l'Orbe. | Frapper l'orbe accélère la rotation du Glyphe. | L'état Lunaire des monstres change à chaque tour de jeu. Il faut les achever lorsque la lune vous semble la moins contraignante pour la suite du combat.
5819,Kharnozor,100,https://api.dofusdb.fr/img/monsters/1911.png,,
5823,Draegnerys,70,https://api.dofusdb.fr/img/monsters/1915.png,,
5990,Misère,220,https://api.dofusdb.fr/img/monsters/1966.png,,
6014,Guerre,220,https://api.dofusdb.fr/img/monsters/1985.png,,
6026,Corruption,220,https://api.dofusdb.fr/img/monsters/1996.png,,Les monstres Corrompus divisent vos dégâts par 5 tant que vous ne vous êtes pas soigné | Corruption inflige unPoison Mortelde fin de tour à tous vos personnages si vous frappez un adversaire. Il faut soigner un allié en mêlée d'un adversaire pour lui faire des dégâts sans subir le poison.
6212,Hanshi,140,https://api.dofusdb.fr/img/monsters/2038.png,,
6218,Tanukouï San,130,https://api.dofusdb.fr/img/monsters/2040.png,,"Pose un Glyphe d'invulnérabilité au sol. | Sortez le du Glyphe pour le rendre vulnérable. | Les dommages à distance attirent le Boss de 2 cases, les dommages en mêlée le repousse de 2."
6249,Founoroshi,140,https://api.dofusdb.fr/img/monsters/2052.png,,"Invulnérable 🛡️ | Le Founoroshi passe vulnérable lorsque tous les flambeaux sont éteints. | Pour éteindre un flambeau, le personnage doit marcher sur un Glyphe Bleu, puis aller face au Flambeau. | Founoroshi passera ensuite invisible 1 tour et pourra subir des dommages."
6256,Nagate,130,https://api.dofusdb.fr/img/monsters/2055.png,,Invulnérable à distance 🏹 | Nagate est hors map. Elle permet aux monstres d'invoquer des Bombombre à Eau. | Occasionner un dommage en mêlée de la Bombombre à Eau permet de se téléporter sur Nagate | Il faudra placer la Bombombre à Eau face à la falaise pour s'assurer faire le traversée.
6326,Damadrya,110,https://api.dofusdb.fr/img/monsters/2088.png,,
6388,Shogun Tofugawa,160,https://api.dofusdb.fr/img/monsters/2095.png,,
6394,Koumiho,170,https://api.dofusdb.fr/img/monsters/2097.png,,"Invulnérable 🛡️ | Devient vulnérable lorsque les 2 flammes sont tuées le même tour. | Marcher sur les Glyphes Bleus déclenche une téléportation entre une Flamme invisible et Koumiho, de quoi repérer leur position. | Utiliser la lanterne rend les Flammes visibles et leur inflige des dégâts."
6472,Roi Imagami,220,https://api.dofusdb.fr/img/monsters/2121.png,,"Le Roi Imagami a différents seuils de HP. Lorsqu'un seuil est atteint, il invoque la Reine qui devient votre alliée pendant 5 tours, l'allié le plus proche du Roi au moment du délock contrôle la reine. Vous pouvez écourter la vie de la Reine avec son dernier sort s'il n'y a plus d'intérêt à sa présence."
6478,Reine Amirukam,220,https://api.dofusdb.fr/img/monsters/2127.png,,"La Reine Amirukam a différents seuils de HP. Lorsqu'un seuil est atteint, elle invoque le Roi qui devient votre allié pendant 5 tours, l'allié le plus proche de la Reine au moment du délock contrôle le Roi. Vous pouvez écourter la vie du Roi avec son dernier sort s'il n'y a plus d'intérêt à sa présence."
